grid,n_days,det_mean,rob_mean,det_cvar,rob_cvar,cvar_gap_pct,ci_lo,ci_hi,verdict
us_west,121,1415586.1818181819,1441162.7800519033,1870703.0,1865455.3625415477,0.28051686764025374,-0.6481553253821325,1.1625604464281156,null (CI spans 0)
taskc,121,1110498.9090909092,1110182.4180963044,1360209.4714285715,1359679.5919722726,0.03895572464602684,-0.1027283315188115,0.2517791967570822,null (CI spans 0)
us_hetero,122,565924.5008196721,595019.2556879827,770360.0714285715,850041.5107867399,-10.343402041905613,-18.28486253417845,-4.393866921007428,robust loses
