regime,alpha,eps*_joint,eps*_shuf,joint_CVaR,shuf_CVaR,joint_mean,shuf_mean,gap_abs,gap_pct,gap_ci_lo,gap_ci_hi,detectable
R3_reference,0.3,0.0,0.0,2049405.2541442153,2049093.620785214,1608088.0904154833,1607332.579051,-311.63335900125094,-0.015208351431099222,-615.050365648116,44.4461106728994,False
R3_reference,0.5,0.0,0.0,2049209.6199727263,2048858.9789741526,1607726.2494095967,1606908.2172652094,-350.64099857374094,-0.01711396451254562,-617.1399663008808,-42.79218456215462,True
R3_reference,0.75,0.0,0.0,2048484.770036237,2048331.0308896955,1606350.6410938334,1605980.0807742474,-153.73914654157124,-0.007505581091294331,-294.4856632521434,9.906396047625435,False
R1_lean,0.3,0.0,0.0,2049737.5372850627,2049117.2160018408,1608612.3401825216,1607322.0948578566,-620.3212832219433,-0.03027261097499783,-984.2527118119236,-220.9346531857213,True
R1_lean,0.5,0.0,0.0,2049790.5904006592,2049140.9367147381,1608634.1107292238,1607328.159948914,-649.6536859211046,-0.03170370930965122,-985.39618901434,-291.23133454124337,True
R1_lean,0.75,0.0,0.0,2049481.5066798374,2049113.4918053425,1607893.1180927274,1607168.747794502,-368.0148744948674,-0.017959711649286596,-548.9617208260636,-165.11462694709775,True
R2_varcap,0.3,0.0,0.0,2048704.3111929342,2047963.5601182415,1608271.8261232257,1606006.6422750568,-740.7510746927001,-0.03617012964087759,-1336.4810208304843,-68.14237757104581,True
R2_varcap,0.5,0.0,0.0,2048879.0346196918,2048405.5431710854,1608219.1709295425,1606598.2737307271,-473.49144860636443,-0.023115122402635375,-966.2494003916858,79.04037197599523,False
R2_varcap,0.75,0.0,0.0,2048392.4623704671,2048476.915940851,1606693.011575145,1606255.1988217607,84.45357038383372,0.004122749430400332,-106.32231616009958,273.1027658892562,False
