regime,alpha,eps*_joint,eps*_shuf,joint_CVaR,shuf_CVaR,joint_mean,shuf_mean,gap_abs,gap_pct,gap_ci_lo,gap_ci_hi,detectable
R2_full,0.3,1.0,1.0,1594451.243718992,1594745.570476639,1184495.3453083343,1184167.887095805,294.3267576470971,0.018456032303581095,34.24530624788604,693.3277329577016,True
R2_full,0.5,1.0,1.0,1595869.5009937529,1596287.956198221,1185677.0409779525,1184192.2468808645,418.4552044682205,0.02621426809889796,-267.3452545382257,1365.5614003553285,False
R2_full,0.75,1.0,1.0,1599267.7657802433,1599294.4450934953,1189907.620751008,1189917.8151256123,26.67931325198151,0.0016681927042160039,12.923803954629694,40.65478563394281,True
