regime,alpha,eps*_joint,eps*_shuf,joint_CVaR,shuf_CVaR,joint_mean,shuf_mean,gap_abs,gap_pct,gap_ci_lo,gap_ci_hi,detectable
R3_reference,0.3,0.1,0.1,1446427.61947899,1446427.6077736337,1201488.0784368177,1201488.052156113,-0.011705356417223811,-8.092597482456035e-07,-0.02135190924163908,0.0032561618776526242,False
R3_reference,0.5,0.1,0.1,1447371.7300527554,1447371.7704474013,1202874.6285188512,1202874.6646801275,0.04039464588277042,2.7908963479565384e-06,0.0314666535006836,0.045514745073160154,True
R3_reference,0.75,1.0,1.0,1449705.0275870755,1449798.7967285537,1206392.6071648104,1206393.6706709613,93.76914147823118,0.00646773481188008,29.966990544705187,137.51758643418432,True
R1_lean,0.3,0.1,0.1,1446427.6220298393,1446427.619226559,1201488.0881124889,1201488.0610217976,-0.0028032802511006594,-1.938071572913993e-07,-0.01739127477630973,0.018374848918756462,False
R1_lean,0.5,0.0,0.1,1447371.7696391882,1447371.7595090172,1202874.6638926037,1202874.6541289547,-0.010130170965567231,-6.999011068865697e-07,-0.01142113184905611,-0.008118645002832636,True
R1_lean,0.75,1.0,1.0,1449705.0282633894,1449798.793300936,1206392.6077293786,1206393.6620745524,93.76503754663281,0.006467451758126131,29.961505258688707,137.51229812655947,True
R2_varcap,0.3,1.0,1.0,1435472.5881976914,1435762.8438895734,1193866.8357694477,1194069.164745989,290.25569188199006,0.020216130617760578,29.616501905792394,436.03467297372987,True
R2_varcap,0.5,0.1,1.0,1437719.4938325528,1437645.5824713784,1196236.9183648017,1196127.7588278654,-73.91136117442511,-0.005141139240129553,-170.22122168415225,-3.4411768324673306,True
R2_varcap,0.75,1.0,1.0,1444114.4389479405,1444638.0309372956,1201185.009512564,1201291.0239434675,523.5919893551618,0.036243818738140934,337.20413343361577,708.7033775419229,True
