regime,alpha,eps*_joint,eps*_shuf,joint_CVaR,shuf_CVaR,joint_mean,shuf_mean,gap_abs,gap_pct,gap_ci_lo,gap_ci_hi,detectable
R2_full,0.3,1.0,1.0,1594619.5351929718,1595540.109325869,1184650.748825993,1182886.5441007605,920.5741328971926,0.05769670893990524,-191.5525856212771,2598.5246024789344,False
R2_full,0.5,1.0,1.0,1596279.4309049328,1596288.0705320255,1184321.6200182606,1184196.174363492,8.639627092750743,0.0005412323284400195,-78.70120247678715,148.5730229966808,False
R2_full,0.75,1.0,1.0,1599294.5003947627,1599296.3750035013,1189917.9276684418,1189860.5524240283,1.8746087385807186,0.00011721459310983646,-31.06718275329331,34.37152281972813,False
