regime,alpha,eps*_joint,eps*_shuf,joint_CVaR,shuf_CVaR,joint_mean,shuf_mean,gap_abs,gap_pct,gap_ci_lo,gap_ci_hi,detectable
R2_full,0.3,1.0,0.0,398249.72162025166,398307.97994886717,265128.8336258656,264689.36759005964,58.258328615513165,0.014626452782339958,-775.7306606504484,758.575541551609,False
R2_full,0.5,0.1,0.1,399622.19729678106,399622.20135925943,265257.7228006884,265257.72378615325,0.004062478372361511,1.0165797492090167e-06,-0.002096728968899697,0.010854868496244303,False
R2_full,0.75,1.0,1.0,401884.9459385459,401855.75391367223,266850.94385982887,266834.85905456793,-29.192024873686023,-0.007264304315512461,-54.61506759782642,-9.277803717771896,True
