regime,alpha,eps*_joint,eps*_shuf,joint_CVaR,shuf_CVaR,joint_mean,shuf_mean,gap_abs,gap_pct,gap_ci_lo,gap_ci_hi,detectable
R1_lean,0.3,1.0,0.1,397366.3085682099,397359.5827177234,264215.1485212119,263796.29486904124,-6.725850486487616,-0.0016926357835606875,-843.3257759126689,678.2907092907479,False
R1_lean,0.5,0.1,1.0,398758.4021587192,398818.8377913354,264594.6243857523,264613.67155098665,60.4356326162233,0.01515365546695756,-17.847911687329177,128.85049986213411,False
R1_lean,0.75,1.0,10.0,400822.11797452735,402113.264659061,266388.2482338103,266970.98906393716,1291.1466845336254,0.3210902991793487,745.9078495875176,1870.0376670612502,True
